name,division,date_fallen,description,english_name,image_url,location,job,tag,custom-number,formatted_fallen_date,rank
"סמ""ר שריה אלבוים",חטיבת גולני,"נפל בי""ב במרחשוון התשפ""ה (13 בנובמבר 2024)","סמ""ר שריה אלבוים, ממחולה, מפקד כיתה בגדוד 51, חטיבת גולני, נפל בקרב בדרום לבנון, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

First sergeant Sraya Elboim z""l",,https://idf.il/media/x2dbhwb0/srayaelboimzl.jpg,מחולה,מפקד כיתה בגדוד 51,נפל בקרב בדרום לבנון,21,2024-01-13,
שלו יצחק סגרון,חטיבת גולני,"נפל בי""ב במרחשוון התשפ""ה (13 בנובמבר 2024)","סמל שלו יצחק סגרון, משדרות, לוחם בגדוד 51, חטיבת גולני, נפל בקרב בדרום לבנון, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant Shalev Itzhak Sagron z""l",,https://idf.il/media/burj4bkm/שלו-יצחק-סגרון-זל.jpeg,שדרות,לוחם בגדוד 51,נפל בקרב בדרום לבנון,21,2024-01-13,סמל
"סמ""ר ניר גופר",חטיבת גולני,"נפל בי""ב במרחשוון התשפ""ה (13 בנובמבר 2024)","סמ""ר ניר גופר, מדימונה, לוחם בגדוד 51, חטיבת גולני, נפל בקרב בדרום לבנון, בן 20 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

First sergeant Nir Gofer z""l",,https://idf.il/media/za4bap1p/ניר-גופר-זל.jpeg,דימונה,לוחם בגדוד 51,נפל בקרב בדרום לבנון,20,2024-01-13,
"סמ""ר דרור חן",חטיבת גולני,"נפל בי""ב במרחשוון התשפ""ה (13 בנובמבר 2024)","סמ""ר דרור חן, מגן חיים, סמל מחלקה בגדוד 51, חטיבת גולני, נפל בקרב בדרום לבנון, בן 20 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

First sergeant Dror Hen z""l",,https://idf.il/media/slvmsruk/דרור-חן-זל.jpeg,גן חיים,סמל מחלקה בגדוד 51,נפל בקרב בדרום לבנון,20,2024-01-13,
איתי מרקוביץ,חטיבת גולני,"נפל בי""ב במרחשוון התשפ""ה (13 בנובמבר 2024)","סרן איתי מרקוביץ, מכוכב יאיר, מפקד מחלקה בגדוד 51, חטיבת גולני, נפל בקרב בדרום לבנון, בן 22 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סגן לדרגת סרן לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Captain Itay Marcovich z""l",,https://idf.il/media/vjmk0rs3/איתי-מרקוביץ-זל.jpeg,כוכב יאיר,מפקד מחלקה בגדוד 51,נפל בקרב בדרום לבנון,22,2024-01-13,סרן
"סמ""ר גרי ללהרואיקימה זולת",חטיבת כפיר,"נפל בי' במרחשוון התשפ""ה (11 בנובמבר 2024)","סמ""ר גרי ללהרואיקימה זולת, מעפולה, לוחם בגדוד שמשון (92), חטיבת כפיר, נפל בקרב בצפון רצועת עזה, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

First sergeant Gary Lalhruaikima Zolat z""l",,https://idf.il/media/3qqd34zn/גרי-ללהרואיקימה-זולת-זל.jpeg,עפולה,לוחם בגדוד שמשון (92),נפל בקרב בצפון רצועת עזה,21,2024-01-11,
"סמ""ר אור כץ",חטיבת כפיר,"נפל בי' במרחשוון התשפ""ה (11 בנובמבר 2024)","סמ""ר אור כץ, ממעלה אדומים, חובש קרבי בגדוד שמשון (92), חטיבת כפיר, נפל בקרב בצפון רצועת עזה, בן 20 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

First sergeant Orr Katz z""l",,https://idf.il/media/pnpnjg32/אור-כץ-זל.jpeg,מעלה אדומים,חובש קרבי בגדוד שמשון (92),נפל בקרב בצפון רצועת עזה,20,2024-01-11,
"סמ""ר נווה יאיר אסולין",חטיבת כפיר,"נפל בי' במרחשוון התשפ""ה (11 בנובמבר 2024)","סמ""ר נווה יאיר אסולין, מכרמית, לוחם בגדוד שמשון (92), חטיבת כפיר, נפל בקרב בצפון רצועת עזה, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

First sergeant Nave Yair Asulin z""l",,https://idf.il/media/gz1ighuk/נווה-יאיר-אסולין-זל.jpeg,כרמית,לוחם בגדוד שמשון (92),נפל בקרב בצפון רצועת עזה,21,2024-01-11,
"סמ""ר אופיר אליהו",חטיבת כפיר,"נפל בי' במרחשוון התשפ""ה (11 בנובמבר 2024)","סמ""ר אופיר אליהו, מחולון, לוחם בגדוד שמשון (92), חטיבת כפיר, נפל בקרב בצפון רצועת עזה, בן 20 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

First sergeant Ofir Eliyahu z""l",,https://idf.il/media/menf24jh/אופיר-אליהו-זל.jpg,חולון,לוחם בגדוד שמשון (92),נפל בקרב בצפון רצועת עזה,20,2024-01-11,
"רס""ן  איתמר לוין פרידמן",עוצבת אדום,"נפל בי' במרחשוון התשפ""ה (11 בנובמבר 2024)","רס""ן (במיל') איתמר לוין פרידמן, מאילת, מפקד צוות ביחידת לוט""ר אילת, עוצבת 'אדום', נפל בקרב בצפון רצועת עזה, בן 34 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Major (res.) Itamar Levin Fridman z""l",,https://idf.il/media/awxpb1yf/איתמר-לוין-פרידמן-זל.jpeg,אילת,"מפקד צוות ביחידת לוט""ר אילת",נפל בקרב בצפון רצועת עזה,34,2024-01-11,
גיא שבתאי,חטיבת אלון (228),"נפל בז' במרחשוון התשפ""ה (08 בנובמבר 2024)","רס""ר (במיל') גיא שבתאי, מירושלים, רכז מסורת ורוח בגדוד 8207, חטיבת אלון (228), נפטר מפצעיו לאחר שנפצע באורח קשה בתאריך 26.10.2024 בקרב בדרום לבנון, בן 39 בנופלו

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Master sergeant (res.) Guy Shabtay z""l",,https://idf.il/media/yuvnhh55/גיא-שבתאי.jpg,ירושלים,רכז מסורת ורוח בגדוד 8207,,39,2024-01-08,"רס""ר"
אריאל סוסנוב,עוצבת ברק (188),"נפל בה' במרחשוון התשפ""ה (06 בנובמבר 2024)","סמל אריאל סוסנוב, מירושלים, לוחם בגדוד ההנדסה 605, עוצבת 'ברק' (188), נפל בלחימה בצפון, בן 20 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת רב""ט לדרגת סמל לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant Ariel Sosnov Sasonov z""l",,https://idf.il/media/j50bse1j/ariel-sosnov-sasonov.jpeg,ירושלים,לוחם בגדוד ההנדסה 605,נפל בלחימה בצפון,20,2024-01-06,סמל
"סמ""ר יאיר חנניה",חטיבת גבעתי,"נפל בא' במרחשוון התשפ""ה (02 בנובמבר 2024)","סמ""ר יאיר חנניה, ממצפה נטופה, סמל מחלקה בגדוד שקד, חטיבת גבעתי, נפל בקרב בצפון רצועת עזה, בן 22 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

First sergeant Yair Hananya z""l",,https://idf.il/media/gmzlawqn/יאיר-חנניה.jpg,מצפה נטופה,סמל מחלקה בגדוד שקד,נפל בקרב בצפון רצועת עזה,22,2024-01-02,
"סמ""ר איתי פאריזאט",חטיבת גבעתי,"נפל בא' במרחשוון התשפ""ה (02 בנובמבר 2024)","סמ""ר איתי פאריזאט, מפתח תקווה, לוחם בגדוד שקד, חטיבת גבעתי, נפל בקרב בצפון רצועת עזה, בן 20 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

First sergeant Itay Parizat z""l",,https://idf.il/media/iozjen2h/איתי-פאריזאט.jpg,פתח תקווה,לוחם בגדוד שקד,נפל בקרב בצפון רצועת עזה,20,2024-01-02,
ירדן זכאי,חטיבת גבעתי,"נפל בל' בתשרי התשפ""ה (01 בנובמבר 2024)","סרן ירדן זכאי, מחדרה, מפקד מחלקה בגדוד שקד, חטיבת גבעתי, נפטר מפצעיו לאחר שנפצע באורח קשה ב-17.9.24 בקרב בדרום רצועת עזה, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סגן לדרגת סרן לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Captain Yarden Zakay z""l",,https://idf.il/media/gs2dhrae/סרן-ירדן-זכאי.jpg,חדרה,מפקד מחלקה בגדוד שקד,,21,2024-01-01,סרן
ידידיה בלוך,עוצבת חוד החנית (55),"נפל בכ""ז בתשרי התשפ""ה (29 באוקטובר 2024)","רס""ר (במיל') ידידיה בלוך, ממבוא חורון, לוחם בגדוד 7155, עוצבת 'חוד החנית' (55), נפטר מפצעיו לאחר שנפצע באורח קשה ב-24.10.24 בקרב בדרום לבנון, בן 31 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Master sergeant (res.) Yedidia Bloch z""l",,https://idf.il/media/5sgnklmf/ידידיה-בלוך.jpeg,מבוא חורון,לוחם בגדוד 7155,,31,2024-01-29,"רס""ר"
יהונתן (ג'וני) קרן,היחידה הרב-ממדית (888),"נפל בכ""ז בתשרי התשפ""ה (29 באוקטובר 2024)","סרן יהונתן (ג'וני) קרן, ממולדת, קצין לוחם ביחידה הרב מימדית (888), נפל בקרב בצפון רצועת עזה, בן 22 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סגן לדרגת סרן לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Captain Yehonatan Joni Keren z""l",,https://idf.il/media/3hcmv5f2/יהונתן-קרן-זל.jpeg,מולדת,קצין לוחם ביחידה הרב מימדית (888),נפל בקרב בצפון רצועת עזה,22,2024-01-29,סרן
"סמ""ר נאור חיימוב",היחידה הרב-ממדית (888),"נפל בכ""ז בתשרי התשפ""ה (29 באוקטובר 2024)","סמ""ר נאור חיימוב, מראש העין, לוחם ביחידה הרב מימדית (888), נפל בקרב בצפון רצועת עזה, בן 22 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

First sergeant Naor Haimov z""l",,https://idf.il/media/us4psoeh/נאור-חיימוב-זל.jpeg,ראש העין,לוחם ביחידה הרב מימדית (888),נפל בקרב בצפון רצועת עזה,22,2024-01-29,
"סמ""ר ניסים מיטל",היחידה הרב-ממדית (888),"נפל בכ""ז בתשרי התשפ""ה (29 באוקטובר 2024)","סמ""ר ניסים מיטל, מחדרה, לוחם ביחידה הרב מימדית (888), נפל בקרב בצפון רצועת עזה, בן 20 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

First sergeant Nisim Meytal z""l",,https://idf.il/media/plkooqyj/whatsapp-image-2024-12-23-at-18-43-38.jpeg,חדרה,לוחם ביחידה הרב מימדית (888),נפל בקרב בצפון רצועת עזה,20,2024-01-29,
"סמ""ר אביב גלבוע",היחידה הרב-ממדית (888),"נפל בכ""ז בתשרי התשפ""ה (29 באוקטובר 2024)","סמ""ר אביב גלבוע, מנוה צוף, לוחם ביחידה הרב מימדית (888), נפל בקרב בצפון רצועת עזה, בן 21 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

First sergeant Aviv Gilboa z""l",,https://idf.il/media/cazknoq5/אביב-גלבוע-זל.jpeg,נוה צוף,לוחם ביחידה הרב מימדית (888),נפל בקרב בצפון רצועת עזה,21,2024-01-29,
"רס""ן גיא יעקב נזרי",עוצבת עקבות הברזל (401),"נפל בכ""ז בתשרי התשפ""ה (28 באוקטובר 2024)","רס""ן גיא יעקב נזרי, מעתלית, מפקד פלוגה בגדוד 52, עוצבת 'עקבות הברזל' (401), נפטר מפצעיו לאחר שנפצע באורח קשה ב-19.10.24 בקרב בצפון רצועת עזה. בן 25 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סרן לדרגת רס""ן לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Major Guy Yaacov Nezri z""l",,https://idf.il/media/e2ydfqcj/גיא-יעקב-נזרי-זל.jpeg,עתלית,מפקד פלוגה בגדוד 52,,25,2024-01-28,
"סמ""ר מלאכי יהודה הררי",חטיבת גבעתי,"נפל בכ""ה בתשרי התשפ""ה (27 באוקטובר 2024)","סמ""ר מלאכי יהודה הררי, מאבן שמואל, לוחם בגדוד רותם, חטיבת גבעתי, נפטר מפצעיו לאחר שנפצע באורח קשה ב-18.10.24 בקרב בצפון רצועת עזה, בן 22 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סמל לדרגת סמ""ר לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

First sergeant Malachi Yehuda Harari z""l",,https://idf.il/media/oxaeblfi/whatsapp-image-2024-10-27-at-16-16-39.jpeg,אבן שמואל,לוחם בגדוד רותם,,22,2024-01-27,
"רס""ם  שאול מויאל",חטיבת אלון (228),"נפל בכ""ד בתשרי התשפ""ה (26 באוקטובר 2024)","רס""ם (במיל') שאול מויאל, מקרני שומרון, לוחם בגדוד 8207, חטיבת אלון (228), נפל בקרב בדרום לבנון, בן 47 בנופלו.

הודעה נמסרה למשפחתו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Sergeant major (res.) Shaul Moyal z""l",,https://idf.il/media/bizbr5kq/whatsapp-image-2024-10-27-at-16-17-41.jpeg,קרני שומרון,לוחם בגדוד 8207,נפל בקרב בדרום לבנון,47,2024-01-26,
"רס""ן  אליאב עמרם אביטבול",חטיבת אלון (228),"נפל בכ""ד בתשרי התשפ""ה (26 באוקטובר 2024)","רס""ן (במיל') אליאב עמרם אביטבול, מאיתן, סגן מפקד פלוגה בגדוד 8207, חטיבת אלון (228), נפל בקרב בדרום לבנון, בן 36 בנופלו.

הודעה נמסרה למשפחתו.

הועלה מדרגת סרן לדרגת רס""ן לאחר מותו.

צה""ל משתתף בצער המשפחה וימשיך ללוותה.

Major (res.) Eliav Amram Abitbol z""l",,https://idf.il/media/oazoq1jf/אליאב-עמרם-אביטבול.jpeg,איתן,סגן מפקד פלוגה בגדוד 8207,נפל בקרב בדרום לבנון,36,2024-01-26,
